seed,variant,variant_label,network_treatment,network_architecture,network_depth,network_max_width,network_hidden_units,policy_network_type,advantage_network_type,baseline_network_type,policy_network_parameters,advantage_network_parameters_per_player,baseline_network_parameters_per_player,total_network_parameters,iteration,nodes_touched,wall_clock_seconds,cumulative_traversal_seconds,cumulative_advantage_training_seconds,cumulative_baseline_training_seconds,cumulative_policy_training_seconds,cumulative_supervised_training_seconds,cumulative_parallel_sync_seconds,cumulative_replay_refresh_seconds,learning_rate,nash_conv,exploitability,policy_value_player_0,average_policy_value,policy_value_error,average_policy_value_error,policy_loss,advantage_loss_player_0,advantage_loss_player_1,baseline_loss_player_0,baseline_loss_player_1,advantage_grad_norm_player_0,advantage_grad_norm_player_1,baseline_grad_norm_player_0,baseline_grad_norm_player_1,policy_grad_norm,policy_training_events,policy_gradient_steps_total,strategy_buffer_size,advantage_buffer_size_player_0,advantage_buffer_size_player_1,baseline_buffer_size_player_0,baseline_buffer_size_player_1,legal_action_mass_mean,legal_action_mass_min,policy_entropy_mean,advantage_target_count_sampled,advantage_target_mean,advantage_target_variance,advantage_target_abs_mean,importance_weight_mean,importance_weight_std,processed_advantage_target_mean_player_0,processed_advantage_target_variance_player_0,processed_advantage_target_abs_mean_player_0,target_standardization_mean_player_0,target_standardization_scale_player_0,target_clip_fraction_player_0,processed_advantage_target_mean_player_1,processed_advantage_target_variance_player_1,processed_advantage_target_abs_mean_player_1,target_standardization_mean_player_1,target_standardization_scale_player_1,target_clip_fraction_player_1,baseline_reward_mean_sampled,baseline_reward_variance_sampled
27182,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,100,207234,4912.941222608002,52.630439834087156,43.61478819401236,4812.608412523856,1.4937346350052394,4857.716935352873,0.0,0.0,0.003,2.2075927786501595,1.1037963893250797,-0.17307091698010663,-0.17307091698010663,0.08746491698010662,0.08746491698010662,3.0709171295166016,24081.423828125,10953.4072265625,6.695105075836182,4.782949447631836,1386.639223364526,536.1267537730629,4.159334506589014,3.560319148125713,2.1230133216124667,4,400,143234,40728,30885,71495,71739,0.7968603461631574,0.025606337934732437,0.2714714591284642,30000,-0.2680681471241638,286.23809595017366,3.4309447351581106,1.0002746029914502,0.11940834259584618,-0.6357305645942688,426.5740661621094,3.3372278213500977,0.0,1.0,0.0,-0.6424481272697449,372.20947265625,3.8058021068573,0.0,1.0,0.0,-0.0012,6.667998560000002
27182,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,125,259569,6153.105452703996,65.81193769512174,55.13421861203096,6027.060663004828,1.8646254820050672,6084.059507098864,0.0,0.0,0.003,1.9171176774854977,0.9585588387427488,-0.1922955805135629,-0.1922955805135629,0.1066895805135629,0.1066895805135629,4.01165246963501,39657.03125,16819.5859375,6.854576587677002,5.145740032196045,1114.5330410994748,343.85028698857417,6.05405127615655,4.5979165358784915,3.019536291874358,5,500,179569,51199,38564,89619,89950,0.77698319045885,0.10987899452447891,0.27045316863418467,30000,-0.32185305653021984,327.7010116191444,3.3817004382295535,1.0028581991630228,0.10914975021181791,0.22261561453342438,528.6123046875,3.654668092727661,0.0,1.0,0.0,-0.18944133818149567,253.787353515625,3.4378559589385986,0.0,1.0,0.0,-0.0436,5.956499040000001
27182,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,150,311801,7394.141965092,78.94327418520697,66.52862282605201,7242.563891056838,2.2339573280041805,7311.326471210894,0.0,0.0,0.003,1.7352219193017804,0.8676109596508902,-0.21136367893582825,-0.21136367893582825,0.12575767893582823,0.12575767893582823,4.449246883392334,13475.2001953125,16534.6875,5.922638416290283,5.06036901473999,398.2095755996671,768.7347857343701,3.677180025238371,4.061209398908855,3.5582679733148552,6,600,215801,61708,46160,107791,108010,0.8121191110112704,0.18202422559261322,0.32483185857269237,30000,-0.5202878158822345,276.2810580827979,3.398171352614493,1.0037676331000032,0.10369850518998087,-0.11022897809743881,235.5967254638672,3.020123243331909,0.0,1.0,0.0,-0.4459046423435211,151.31089782714844,3.2720069885253906,0.0,1.0,0.0,-0.05,6.046099999999999
27182,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,175,364266,8638.261650159999,92.18022184116126,77.95743651007069,8461.02838526787,2.590212593000615,8541.57603437094,0.0,0.0,0.003,1.7253990952662552,0.8626995476331276,-0.26348732824506194,-0.26348732824506194,0.17788132824506192,0.17788132824506192,5.401752471923828,18004.005859375,22338.576171875,5.264015197753906,5.248003959655762,737.5402358831285,907.6851556741705,4.376094376276545,6.12471634720639,3.875373392076292,7,700,252266,72202,53919,126095,126171,0.8619738508714363,0.4721302092075348,0.24221134292798746,30000,-0.40318846028450256,314.8213465920401,3.357837716323541,1.0017670543698725,0.11364247851758946,-0.26049068570137024,179.6873321533203,2.9381320476531982,0.0,1.0,0.0,-0.24797089397907257,231.8619384765625,3.3309810161590576,0.0,1.0,0.0,-0.0421,6.13832759
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,25,52621,1181.053026210997,13.354276666039368,9.1014864010358,1157.5727079139906,0.3659553429897642,1167.0401496580162,0.0,0.0,0.003,3.760939582538589,1.8804697912692945,-0.1433648508531763,-0.1433648508531763,0.057758850853176294,0.057758850853176294,1.1642909049987793,3806.617431640625,5175.71923828125,6.733856201171875,5.82758903503418,421.21286884927525,361.0155354623544,5.106527314198813,4.751536042059181,0.4010600552295222,1,100,36621,10473,7922,18368,18253,0.7447033735224977,0.14832496643066406,0.31916309997418585,30000,-0.4087089239014933,319.3180663287982,3.7751939058277135,1.0030102469878028,0.11184369021859403,-0.7132546305656433,337.2734069824219,3.468677282333374,0.0,1.0,0.0,-1.0661383867263794,583.7686157226562,4.4525299072265625,0.0,1.0,0.0,-0.057,7.232551000000001
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,50,105021,2428.8380648979946,26.676619651028886,20.394779546069913,2379.7038171229797,0.7534472729894333,2400.852043942039,0.0,0.0,0.003,3.0153401769909207,1.5076700884954604,-0.25109286534112873,-0.25109286534112873,0.16548686534112872,0.16548686534112872,1.9587305784225464,15313.9697265625,4846.2705078125,6.922139644622803,5.763165473937988,295.6352448897837,556.6989126722225,6.307875356747102,3.804722671934536,0.9406817031534499,2,200,73021,20747,15867,36546,36475,0.7357514158647973,0.21314874291419983,0.2690575577738608,30000,-0.4301329879533965,389.78612047692513,3.836251787734482,1.0029184156792674,0.11489586281227668,-0.30441519618034363,471.2559814453125,3.8187410831451416,0.0,1.0,0.0,-0.5976446270942688,169.10597229003906,3.7148072719573975,0.0,1.0,0.0,0.0045,6.69447975
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,75,157677,3679.4916986899916,40.15376312006265,32.02122124910238,3604.2098971069936,1.1460180199792376,3637.377136376075,0.0,0.0,0.003,2.6876889149600722,1.3438444574800361,-0.2332073599486748,-0.2332073599486748,0.1476013599486748,0.1476013599486748,2.7542543411254883,10520.4189453125,8604.4677734375,5.215871334075928,5.65684700012207,436.99688128500674,597.2664481328268,5.798284028916294,5.334858002819926,1.6564807330355216,3,300,109677,31097,23864,54876,54801,0.7847380026651081,0.17525134980678558,0.33568968262058707,30000,-0.4258418839435093,312.1563007475586,3.6741530688670463,1.0030233901205323,0.11270722389470503,-0.28744444251060486,244.7027130126953,3.4099600315093994,0.0,1.0,0.0,-1.3277239799499512,375.1534423828125,3.819364547729492,0.0,1.0,0.0,-0.0089,7.143620789999999
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,100,211384,4930.046281242001,53.964798456130666,43.808785115150386,4828.1222557830915,1.5296748939726967,4873.460715792215,0.0,0.0,0.003,2.3545369484169587,1.1772684742084794,-0.35574007057842416,-0.35574007057842416,0.27013407057842415,0.27013407057842415,3.5941860675811768,17092.580078125,14124.125,5.206889629364014,4.53622579574585,576.1311882806343,549.07070904486,3.8859526917564606,3.6551236430933702,1.755402370711611,4,400,147384,41832,31920,73710,73674,0.838210487505421,0.19847451150417328,0.3263876422922116,30000,-0.3562333576865494,354.39356428239535,3.628644113578337,1.002233463858858,0.1134276290003943,0.032793063670396805,359.2989807128906,3.290424108505249,0.0,1.0,0.0,-1.0502322912216187,414.7428894042969,4.118558406829834,0.0,1.0,0.0,-0.0013,7.024498310000001
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,125,263501,6180.8925211390015,67.14749945014773,55.59369046815846,6052.969247715082,1.9167795319663128,6110.479717715207,0.0,0.0,0.003,2.153859954260704,1.076929977130352,-0.28861188429969753,-0.28861188429969753,0.20300588429969751,0.20300588429969751,4.12870454788208,19888.388671875,16766.318359375,6.397521018981934,6.215081691741943,340.360228527759,1057.8118485932346,6.600437499247119,3.9145885881025073,2.430289265002325,5,500,183501,52224,39666,91886,91615,0.7632931037078379,0.07068970799446106,0.27661757841244794,30000,-0.3863593014252062,306.7069895456521,3.524141837881071,1.0033732683210295,0.11203963395493433,-0.2166241854429245,216.1563720703125,3.2372748851776123,0.0,1.0,0.0,-0.5068714022636414,342.2910461425781,3.879413604736328,0.0,1.0,0.0,0.0119,6.499758389999999
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,150,313488,7430.3852866919915,79.56786123303755,67.07949186522455,7277.536718517076,2.2955203379679006,7346.911730720269,0.0,0.0,0.003,2.03258090474529,1.016290452372645,-0.23662989319634087,-0.23662989319634087,0.15102389319634085,0.15102389319634085,5.17311429977417,34753.25390625,23794.419921875,6.53291130065918,5.5949907302856445,946.8373102418794,890.7602926563101,5.882691618245114,4.519405850535045,3.782785302437183,6,600,217488,61923,46935,108867,108621,0.7716861401495407,0.16006658971309662,0.27757969321171694,30000,-0.35478750575073065,346.331702647195,3.5202884663518517,1.002150974696763,0.1165135543903814,-0.18470506370067596,372.049072265625,3.4443023204803467,0.0,1.0,0.0,-0.1776486039161682,358.7821044921875,3.7141551971435547,0.0,1.0,0.0,-0.0173,6.412400709999999
16180,candidate_advantage_2x128_policy_baseline_2x32,Candidate advantage 2x128,architecture_selected_candidate,policy_32x32_advantage_128x128_baseline_32x32,2,128,384,mlp,mlp,mlp,2147,20867,2147,48175,175,364139,8675.368705367,92.22742064803606,78.54024870321155,8497.393809904039,2.6639369809709024,8578.597995588221,0.0,0.0,0.003,1.8214829948788571,0.9107414974394286,-0.15284278153145625,-0.15284278153145625,0.06723678153145625,0.06723678153145625,6.069565296173096,36860.05078125,7480.75927734375,6.656839847564697,7.039087295532227,505.4821041941515,511.9954917271929,4.598131079755698,4.2273058911530015,3.423997746955904,7,700,252139,71954,54249,126262,125877,0.8289354429580271,0.32117071747779846,0.35090711815784853,30000,-0.24560506915471828,398.86826280559757,3.473408139032467,1.0007562015594433,0.11774422767949114,-0.3809082508087158,352.7035217285156,3.4738218784332275,0.0,1.0,0.0,-0.715660572052002,101.14080810546875,2.9097137451171875,0.0,1.0,0.0,0.0125,6.41134375
